episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
142,420.0,418,89176,0.1,0.0991289356546033,244.5078393339645,True,False
143,400.0,454,89630,0.1,0.09163552485571234,245.84585283399792,True,False
144,630.0,537,90167,0.1,0.0994640331326136,247.31712779199006,True,False
145,260.0,370,90537,0.1,0.11513554785520799,248.35475183394738,True,False
146,1370.0,939,91476,0.1,0.12112754279787236,250.95775862497976,True,False
147,720.0,565,92041,0.1,0.10421949214176505,252.50794995896285,True,False
148,780.0,673,92714,0.1,0.10964392504233512,254.37065020896262,True,False
149,810.0,667,93381,0.1,0.11550633613756317,256.2171482089907,True,False
150,630.0,547,93928,0.1,0.1279543756242216,257.8682206249796,True,False
151,370.0,396,94324,0.1,0.1048060529724215,260.1373290839838,True,False
152,280.0,447,94771,0.1,0.12006705757733938,261.41271750000305,True,False
153,930.0,683,95454,0.1,0.10848694919929867,263.2828913339763,True,False
154,660.0,662,96116,0.1,0.10219251934483826,265.10012724995613,True,False
155,1020.0,916,97032,0.1,0.09572035732666868,267.55782983399695,True,False
156,1060.0,784,97816,0.1,0.09457155874911316,269.7173119169893,True,False
157,490.0,485,98301,0.1,0.09685081537535861,271.06300070899306,True,False
158,570.0,630,98931,0.1,0.11202689696838901,272.79179954197025,True,False
159,230.0,349,99280,0.1,0.0978090159214017,273.8801882499829,True,False
160,580.0,659,99939,0.1,0.09927774242284458,275.83017379196826,True,False
161,750.0,671,100610,0.1,0.10519208841114527,277.7944493749528,True,False
162,1050.0,751,101361,0.1,0.09893746427359416,279.830472333997,True,False
163,1160.0,823,102184,0.1,0.09284954811039481,282.0915509169572,True,False
164,450.0,493,102677,0.1,0.10064773113141215,283.47808187495684,True,False
165,330.0,370,103047,0.1,0.11873619770631194,284.51301320898347,True,False
166,1450.0,804,103851,0.1,0.10425286663149423,286.77509524999186,True,False
167,490.0,602,104453,0.1,0.09590803883007623,288.4505336669972,True,False
168,380.0,509,104962,0.1,0.0933417667099458,289.9677274589776,True,False
169,800.0,721,105683,0.1,0.09488209928903314,291.9480161249521,True,False
170,250.0,423,106106,0.1,0.07835459746068942,293.137912666949,True,False
171,610.0,613,106719,0.1,0.08340901860760318,294.8453240839881,True,False
172,910.0,697,107416,0.1,0.0957707025536469,296.88403408398153,True,False
173,640.0,591,108007,0.1,0.09304596719389059,298.4980319169699,True,False
174,1240.0,761,108768,0.1,0.10407149801957201,300.5778616250027,True,False
175,230.0,311,109079,0.1,0.10083205248047779,301.45979712496046,True,False
176,740.0,584,109663,0.1,0.09686384547807991,304.1270130419871,True,False
177,640.0,551,110214,0.1,0.10499021976484336,305.6750046249945,True,False
178,940.0,684,110898,0.1,0.10589694963735446,307.5821729999734,True,False
179,1190.0,663,111561,0.1,0.10736009095941322,309.4354242499685,True,False
180,240.0,344,111905,0.1,0.10962664665177811,310.39740779198473,True,False
181,380.0,486,112391,0.1,0.11152982447788981,311.7809421249549,True,False
182,830.0,716,113107,0.1,0.12096822128615566,313.7498183339485,True,False
183,500.0,667,113774,0.1,0.10345941700018987,315.6078980839811,True,False
184,410.0,480,114254,0.1,0.10844396938725064,317.00723629200365,True,False
185,950.0,670,114924,0.1,0.1112730162595177,318.8287464589812,True,False
186,650.0,558,115482,0.1,0.11262291125122377,320.3907011249685,True,False
187,1620.0,929,116411,0.1,0.10774145053362409,323.21067345899064,True,False
188,660.0,578,116989,0.1,0.10912730348264349,324.8444554589805,True,False
189,810.0,671,117660,0.1,0.08677729371646863,326.7160026669735,True,False
190,1520.0,611,118271,0.1,0.09552987823017726,328.4912072089501,True,False
191,570.0,666,118937,0.1,0.09076812396015593,330.3170202499605,True,False
192,860.0,771,119708,0.1,0.0876076562532798,332.46121791697806,True,False
193,290.0,396,120104,0.1,0.09739658364442864,333.5866922919522,True,False
194,470.0,446,120550,0.1,0.10713756498922636,334.8849687919719,True,False
195,230.0,309,120859,0.1,0.0930940451390751,335.7587778749876,True,False
196,520.0,441,121300,0.1,0.11288298730243433,337.0940744589898,True,False
197,660.0,546,121846,0.1,0.1180465200861149,338.62902224995196,True,False
198,220.0,312,122158,0.1,0.09588647418870376,339.53153041697806,True,False
199,350.0,489,122647,0.1,0.11701750262167121,340.92709412495606,True,False
200,230.0,338,122985,0.1,0.1245563733007978,341.87346945895115,True,False
201,290.0,449,123434,0.1,0.11449476679886825,343.95495241699973,True,False
202,180.0,292,123726,0.1,0.1265907111794573,344.7691289589857,True,False
203,820.0,658,124384,0.1,0.1203986409825809,346.6559436249663,True,False
204,780.0,669,125053,0.1,0.1411451767951607,348.55733745900216,True,False
205,310.0,450,125503,0.1,0.11455649663860511,349.8226537499577,True,False
206,1040.0,840,126343,0.1,0.14640233582329182,352.2378040420008,True,False
207,750.0,638,126981,0.1,0.11039962370996363,354.03198045899626,True,False
208,1780.0,933,127914,0.1,0.10463658788605182,356.65921974997036,True,False
209,1440.0,675,128589,0.1,0.09510815485253842,358.5594783339766,True,False
210,260.0,323,128912,0.1,0.11994954453850235,359.50035458395723,True,False
211,720.0,664,129576,0.1,0.08900033896901162,361.32651687494945,True,False
212,370.0,471,130047,0.1,0.0878642929924859,362.6156068339478,True,False
213,550.0,584,130631,0.1,0.11120162799648226,364.4072928749956,True,False
214,220.0,282,130913,0.1,0.10124924975696584,365.20834258396644,True,False
215,720.0,659,131572,0.1,0.08266757800046241,367.05159008398186,True,False
216,640.0,578,132150,0.1,0.09111615922302008,368.6437536669546,True,False
217,590.0,533,132683,0.1,0.09873024164173837,370.152841958974,True,False
218,980.0,714,133397,0.1,0.10957894111104184,372.13608033396304,True,False
219,860.0,646,134043,0.1,0.1344603205458348,373.9802373749553,True,False
220,540.0,449,134492,0.1,0.08212560537246476,375.2773249169695,True,False
221,640.0,532,135024,0.1,0.10757232376171234,376.80082608398516,True,False
222,850.0,583,135607,0.1,0.09550332696787242,378.4887569999555,True,False
223,510.0,546,136153,0.1,0.10801991126262141,380.03162791696377,True,False
224,440.0,494,136647,0.1,0.1039934423335684,381.43566204200033,True,False
225,610.0,462,137109,0.1,0.10098595620967962,382.76980583398836,True,False
226,540.0,541,137650,0.1,0.10617029656552607,385.5794521669741,True,False
227,1060.0,698,138348,0.1,0.10679495374006884,387.7086129169911,True,False
228,850.0,855,139203,0.1,0.1119031472735002,390.18499916698784,True,False
229,600.0,660,139863,0.1,0.0996040097974015,391.9906641249545,True,False
230,790.0,712,140575,0.1,0.10035981744360388,394.06792149995454,True,False
231,690.0,761,141336,0.1,0.09671203956905147,396.2572620839928,True,False
232,390.0,561,141897,0.1,0.09574546034314803,397.87844970898004,True,False
233,950.0,641,142538,0.1,0.10109905585413799,399.730836333998,True,False
234,660.0,474,143012,0.1,0.10253355771052737,401.1506213749526,True,False
235,1100.0,537,143549,0.1,0.09705588314682245,402.6399742499925,True,False
236,530.0,505,144054,0.1,0.09146679073039975,404.1741105419933,True,False
237,680.0,705,144759,0.1,0.09798565148164264,406.14929587498773,True,False
238,580.0,573,145332,0.1,0.11596520378306094,407.76684833399486,True,False
239,500.0,477,145809,0.1,0.12257889439077939,409.2482102919603,True,False
240,1310.0,715,146524,0.1,0.10978054892084452,411.3409003749839,True,False
241,870.0,804,147328,0.1,0.09626077396322542,413.6285707919742,True,False
242,980.0,780,148108,0.1,0.09689909123266355,415.88625329197384,True,False
243,1630.0,740,148848,0.1,0.10815809687247148,418.0277713749674,True,False
244,830.0,600,149448,0.1,0.09680516242980958,419.7141762499814,True,False
245,730.0,635,150083,0.1,0.11504469971066411,421.5308477089857,True,False
246,130.0,275,150358,0.1,0.11525029964421106,422.34433249995345,True,False
247,760.0,581,150939,0.1,0.13310086808071053,423.9548406669637,True,False
248,1400.0,1048,151987,0.1,0.10488302042025305,426.9392107919557,True,False
249,590.0,564,152551,0.1,0.09883680227641942,428.6830325839692,True,False
250,380.0,455,153006,0.1,0.09791276869445778,429.8857123749913,True,False
251,550.0,490,153496,0.1,0.10111644240171928,432.1887565419893,True,False
252,780.0,732,154228,0.1,0.09920338151945932,434.29404916695785,True,False
253,1020.0,801,155029,0.1,0.1070905790058896,436.5835071670008,True,False
254,260.0,358,155387,0.1,0.10542756151617243,437.72557829198195,True,False
255,920.0,590,155977,0.1,0.09517125448061002,439.589979249984,True,False
256,2090.0,723,156700,0.1,0.09528979927157336,441.68813087500166,True,False
257,680.0,591,157291,0.1,0.11724762090158705,443.37928191694664,True,False
258,550.0,437,157728,0.1,0.11387673122808337,444.63603566697566,True,False
259,880.0,740,158468,0.1,0.11212886239628533,446.78277345898096,True,False
260,1640.0,957,159425,0.1,0.10875872331262258,449.56367474998115,True,False
261,1400.0,1004,160429,0.1,0.10972935490428927,452.3859412499587,True,False
262,400.0,483,160912,0.1,0.10543825868363223,453.79180104198167,True,False
263,1150.0,654,161566,0.1,0.0920481294667794,455.7347573749721,True,False
264,860.0,628,162194,0.1,0.10246478761457334,457.66921670897864,True,False
265,1000.0,865,163059,0.1,0.10136106188615991,460.1226722919964,True,False
266,480.0,498,163557,0.1,0.09941749864816665,461.5449878340005,True,False
267,630.0,642,164199,0.1,0.10353871412225998,463.3925048749661,True,False
268,1610.0,706,164905,0.1,0.09488171844685313,465.42897154198727,True,False
269,420.0,575,165480,0.1,0.10276076729254176,467.0616885839845,True,False
270,950.0,800,166280,0.1,0.1252319517824799,469.4831988340011,True,False
271,1010.0,699,166979,0.1,0.10247794054341557,471.657325209002,True,False
272,500.0,436,167415,0.1,0.09350544936237258,472.93149374995846,True,False
273,770.0,587,168002,0.1,0.09493600962316098,474.70241241698386,True,False
274,1000.0,726,168728,0.1,0.09595346064972025,476.74703874997795,True,False
275,730.0,613,169341,0.1,0.10554761040249681,478.35390487499535,True,False
276,1550.0,788,170129,0.1,0.10825524637050132,481.089681249985,True,False
277,870.0,670,170799,0.1,0.08528998109907983,482.8453567919787,True,False
278,1890.0,1036,171835,0.1,0.11187821501527974,485.5740622089943,True,False
279,900.0,689,172524,0.1,0.08888194360097364,487.3818542919471,True,False
280,1430.0,835,173359,0.1,0.09118415132308236,489.5158187089837,True,False
281,470.0,490,173849,0.1,0.08465739809037225,490.79779629199766,True,False
282,1210.0,937,174786,0.1,0.09982736882331789,493.2072979589575,True,False
283,600.0,524,175310,0.1,0.07293549329326808,494.57807520899223,True,False
284,550.0,421,175731,0.1,0.07617435839381956,495.6811958749895,True,False
285,350.0,365,176096,0.1,0.10678097613803718,496.65378808398964,True,False
286,570.0,498,176594,0.1,0.11610497472687595,497.95415004197275,True,False
287,400.0,392,176986,0.1,0.13308948535015996,498.99723870895104,True,False
288,360.0,378,177364,0.1,0.1253034871463713,499.99800679198233,True,False
289,560.0,596,177960,0.1,0.11516958356353661,501.5848206249648,True,False
290,580.0,625,178585,0.1,0.14459094298907962,503.20950970897684,True,False
291,480.0,503,179088,0.1,0.12882800212514306,504.53013279195875,True,False
292,390.0,415,179503,0.1,0.13736275468672654,505.6261209169752,True,False
293,1420.0,679,180182,0.1,0.11575140826513662,507.40327245899243,True,False
294,1230.0,599,180781,0.1,0.12114385752628247,508.9873089999892,True,False
295,1060.0,824,181605,0.1,0.12168736846267598,511.1708984589786,True,False
296,430.0,414,182019,0.1,0.10457683488437274,512.3016662499867,True,False
297,890.0,629,182648,0.1,0.11343959355844727,513.9589620420011,True,False
298,610.0,578,183226,0.1,0.11054718079200636,515.5090134999482,True,False
299,700.0,521,183747,0.1,0.11325886743859603,516.9209356249776,True,False
300,410.0,511,184258,0.1,0.11120117972313892,518.2880573750008,True,False
301,420.0,425,184683,0.1,0.1266535051553598,520.4369212919846,True,False
302,560.0,474,185157,0.1,0.10996232494054471,521.7048076670035,True,False
303,510.0,468,185625,0.1,0.11484536549283399,522.942389083968,True,False
304,490.0,508,186133,0.1,0.13324822036652115,524.2831099589821,True,False
305,790.0,564,186697,0.1,0.14347185990740116,525.7663720839773,True,False
306,1290.0,879,187576,0.1,0.13120810520750556,528.0621359589859,True,False
307,790.0,892,188468,0.1,0.12545526015985706,530.4136029999936,True,False
308,750.0,658,189126,0.1,0.1474391902547057,532.1779655419523,True,False
309,410.0,427,189553,0.1,0.13018742262028923,533.3090672499966,True,False
310,950.0,898,190451,0.1,0.12419455024480287,535.6166455419734,True,False
311,610.0,609,191060,0.1,0.09929059537164137,537.2456313750008,True,False
312,890.0,615,191675,0.1,0.11665359250835929,538.8597285419819,True,False
313,320.0,497,192172,0.1,0.10059694205969572,540.1619065419654,True,False
314,660.0,644,192816,0.1,0.09770350476368243,541.8643228339497,True,False
315,410.0,506,193322,0.1,0.09226690861026919,543.1860409589717,True,False
316,2310.0,894,194216,0.1,0.11515996729888554,545.5122650419944,True,False
317,1190.0,752,194968,0.1,0.12176564337804596,547.4685572089511,True,False
318,420.0,420,195388,0.1,0.12187982464120502,548.57481916697,True,False
319,2110.0,959,196347,0.1,0.11389167242874411,551.0751257090014,True,False
320,500.0,568,196915,0.1,0.1008282833221093,552.5978774169926,True,False
321,430.0,447,197362,0.1,0.10625336122133636,553.7786205839948,True,False
322,560.0,517,197879,0.1,0.12093529466164205,555.1260455839802,True,False
323,420.0,481,198360,0.1,0.13551309761737496,556.3816162919975,True,False
324,520.0,463,198823,0.1,0.11444291082089363,557.6145443339483,True,False
325,850.0,648,199471,0.1,0.14281878155874617,559.2995228339569,True,False
326,410.0,421,199892,0.1,0.10646559006341223,561.1534051249619,True,False
327,690.0,801,200693,0.1,0.11512440092861652,563.2563387089758,True,False
328,440.0,401,201094,0.1,0.12225418186746538,564.3188594169915,True,False
329,1080.0,849,201943,0.1,0.1343049190516742,566.5217790839961,True,False
330,410.0,450,202393,0.1,0.12741826487853464,567.7297965839971,True,False
331,530.0,530,202923,0.1,0.11866515537611011,569.111618875002,True,False
332,560.0,507,203430,0.1,0.10156209656866047,570.4403128749691,True,False
333,1080.0,824,204254,0.1,0.1100853700100363,572.5858488339582,True,False
334,1030.0,818,205072,0.1,0.1424801383258366,574.7055783749674,True,False
335,580.0,491,205563,0.1,0.12967438660714714,575.9864893339691,True,False
336,770.0,556,206119,0.1,0.10528258384346105,577.494280874962,True,False
337,470.0,438,206557,0.1,0.13428958515551956,578.6450849169632,True,False
338,1950.0,651,207208,0.1,0.11549488816158904,580.3442637919798,True,False
339,450.0,492,207700,0.1,0.1513931928732531,581.6362336669699,True,False
340,370.0,403,208103,0.1,0.12423054456710815,582.7057547500008,True,False
341,480.0,481,208584,0.1,0.12314442027945163,583.9729566669557,True,False
342,980.0,730,209314,0.1,0.1200857826682565,585.8639640839538,True,False
343,390.0,387,209701,0.1,0.13151637432117438,586.9095095419907,True,False
344,930.0,631,210332,0.1,0.13070253439577698,588.5500396669959,True,False
345,950.0,632,210964,0.1,0.15081374565304456,590.2148678340018,True,False
346,340.0,428,211392,0.1,0.14237636153664546,591.3709323339863,True,False
347,1480.0,728,212120,0.1,0.16686099383386446,593.323738541978,True,False
348,800.0,690,212810,0.1,0.12439921577352771,595.1236364590004,True,False
349,710.0,615,213425,0.1,0.1370742323191522,596.7638853339595,True,False
350,700.0,559,213984,0.1,0.1426396457079266,598.2388487919816,True,False
351,520.0,437,214421,0.1,0.12927918254030407,600.340666583972,True,False
352,690.0,643,215064,0.1,0.10668385006857585,602.0481117919553,True,False
353,570.0,531,215595,0.1,0.16179535118862987,603.441470958991,True,False
354,540.0,558,216153,0.1,0.13427908094599844,604.9165444169776,True,False
355,450.0,418,216571,0.1,0.1508517991930533,605.9983110419707,True,False
356,1170.0,880,217451,0.1,0.11218280101364309,608.2683070839848,True,False
357,1610.0,761,218212,0.1,0.10366531493659106,610.2278797919862,True,False
358,490.0,534,218746,0.1,0.13531031103846722,611.5925348339952,True,False
359,730.0,541,219287,0.1,0.10635132139065752,612.9984295419999,True,False
360,290.0,374,219661,0.1,0.11242242860905033,613.9795967499958,True,False
361,330.0,388,220049,0.1,0.12912146161435192,614.9880200419575,True,False
362,740.0,568,220617,0.1,0.1329339591943672,616.4428771669627,True,False
363,500.0,492,221109,0.1,0.1034619018162896,617.7355675419676,True,False
364,400.0,433,221542,0.1,0.13385980778063336,618.8581556249992,True,False
365,230.0,495,222037,0.1,0.15090066669208388,620.1398858339526,True,False
366,1190.0,734,222771,0.1,0.11793501870045082,622.0407325839624,True,False
367,600.0,637,223408,0.1,0.1316460069967434,623.6996663750033,True,False
368,1200.0,865,224273,0.1,0.13712936391864247,625.9259904589853,True,False
369,580.0,600,224873,0.1,0.10860583187391361,627.5429684999981,True,False
370,1140.0,956,225829,0.1,0.11758298024722223,630.0362411669921,True,False
371,730.0,668,226497,0.1,0.1016985720503116,631.7798525840044,True,False
372,320.0,454,226951,0.1,0.09484353303019188,632.9739856669912,True,False
373,450.0,464,227415,0.1,0.0929359960498224,634.1945832920028,True,False
374,370.0,519,227934,0.1,0.0861464930125154,635.5700165419839,True,False
375,500.0,504,228438,0.1,0.11370548142475032,636.9228621249786,True,False
376,2300.0,769,229207,0.1,0.09000009507872164,639.5909282499924,True,False
377,300.0,347,229554,0.1,0.11897114501602349,640.5131949589704,True,False
378,440.0,452,230006,0.1,0.09562032673079356,641.7027018339722,True,False
379,560.0,612,230618,0.1,0.12732071843412188,643.3366404169938,True,False
380,1000.0,765,231383,0.1,0.13534431145355807,645.3480258749914,True,False
381,790.0,588,231971,0.1,0.10656423046931524,646.9024566669832,True,False
382,1200.0,970,232941,0.1,0.11583431668717552,649.4192510839785,True,False
383,260.0,310,233251,0.1,0.1480603153974592,650.2385844999808,True,False
384,970.0,699,233950,0.1,0.11120318257915122,652.072584999958,True,False
