episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
1,130.0,385,385,1.0,nan,0.157149417034816,True,False
2,490.0,722,1107,0.1,0.023762568715028465,0.7222937500337139,True,False
3,1160.0,552,1659,0.1,0.027421492252935845,2.222015834006015,True,False
4,920.0,714,2373,0.1,0.031123966202673152,4.174111125001218,True,False
5,1090.0,589,2962,0.1,0.03740719352139249,5.792200209049042,True,False
6,300.0,414,3376,0.1,0.03367172016386086,6.91544191702269,True,False
7,290.0,520,3896,0.1,0.03565816598442884,8.330809125036467,True,False
8,580.0,675,4571,0.1,0.03391369788524961,10.165982750011608,True,False
9,570.0,503,5074,0.1,0.0379137216424126,11.564016500022262,True,False
10,980.0,782,5856,0.1,0.038076848090431485,13.673048250027932,True,False
11,650.0,555,6411,0.1,0.041459954880258956,15.194381750014145,True,False
12,480.0,513,6924,0.1,0.039333007890413434,16.634320625045802,True,False
13,960.0,824,7748,0.1,0.03903333598282188,18.853349917044397,True,False
14,320.0,456,8204,0.1,0.03895493133377545,20.10720345901791,True,False
15,390.0,428,8632,0.1,0.038470342139513274,21.294395750039257,True,False
16,570.0,507,9139,0.1,0.044213797889709,22.6737310840399,True,False
17,700.0,592,9731,0.1,0.044961518541960094,24.25614041701192,True,False
18,1330.0,794,10525,0.1,0.046433132701090084,26.467580625030678,True,False
19,820.0,593,11118,0.1,0.04837739574911727,28.052322292001918,True,False
20,360.0,533,11651,0.1,0.04979913318844834,29.513687334023416,True,False
21,660.0,967,12618,0.1,0.05067247946742799,32.11744520900538,True,False
22,580.0,691,13309,0.1,0.04944558184717733,33.94468379201135,True,False
23,740.0,757,14066,0.1,0.04389855538608221,35.988274625036865,True,False
24,500.0,586,14652,0.1,0.04397615443180208,37.592896250018384,True,False
25,290.0,380,15032,0.1,0.03993430804265173,38.61516575003043,True,False
26,480.0,531,15563,0.1,0.04586212059736929,40.753056750050746,True,False
27,1090.0,852,16415,0.1,0.04272662172260139,43.070041792001575,True,False
28,410.0,442,16857,0.1,0.041271503398043884,44.31894025002839,True,False
29,420.0,522,17379,0.1,0.04727841814836631,45.756303292000666,True,False
